surveyid,clusterid,hhid,latitude,longitude,location_src,interview_month,interview_year,hh_sample_wt,n_pop_u5,n_u5_under_itn,n_preg_tot,n_preg_under_itn,n_defacto_pop,n_slept_under_itn,hh_has_entry_in_net_tbl,hh_size,n_itn,hh_has_itn,hh_has_enough_itn,occ_hh_has_enough_itn,itn_theoretical_capacity,n_itn_used,n_conv_itn,n_llin,n_llin_1_2yr,n_llin_1yr,n_llin_2_3yr,n_llin_gt3yr
505,1,10003,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,3,0,1,3,2,1,1,1,3,0,NA,NA,NA,NA,NA,NA
505,1,10009,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,4,4,1,4,4,1,1,1,4,4,NA,NA,NA,NA,NA,NA
505,1,10015,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10021,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,2,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,1,10027,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10033,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10039,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10045,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,1,10051,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,5,4,1,5,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,1,10057,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,4,4,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,1,10062,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10068,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,1,10074,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10080,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10086,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10092,-18.96995,47.567985,GPS,4,2016,3191028,2,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10098,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10104,-18.96995,47.567985,GPS,4,2016,3191028,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,1,10110,-18.96995,47.567985,GPS,4,2016,3191028,1,1,0,0,4,4,1,4,3,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,1,10116,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10122,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10127,-18.96995,47.567985,GPS,4,2016,3191028,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10133,-18.96995,47.567985,GPS,4,2016,3191028,1,1,0,0,4,3,1,4,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,1,10139,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10145,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,2,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,1,10151,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10157,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10163,-18.96995,47.567985,GPS,4,2016,3191028,1,1,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,1,10169,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
505,1,10175,-18.96995,47.567985,GPS,4,2016,3191028,1,1,0,0,7,5,1,7,3,1,0,0,6,2,NA,NA,NA,NA,NA,NA
505,1,10181,-18.96995,47.567985,GPS,4,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,1,10186,-18.96995,47.567985,GPS,4,2016,3191028,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20004,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,3,1,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,2,20010,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20016,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,2,2,1,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA
505,2,20022,-18.833509,47.571587,GPS,4,2016,2429970,1,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20028,-18.833509,47.571587,GPS,4,2016,2429970,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,2,20034,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20039,-18.833509,47.571587,GPS,4,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,2,20045,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20051,-18.833509,47.571587,GPS,4,2016,2429970,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20057,-18.833509,47.571587,GPS,4,2016,2429970,0,0,1,1,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,2,20063,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20069,-18.833509,47.571587,GPS,4,2016,2429970,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20075,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20080,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20086,-18.833509,47.571587,GPS,4,2016,2429970,1,1,0,0,5,3,1,5,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,2,20092,-18.833509,47.571587,GPS,4,2016,2429970,1,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20098,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20104,-18.833509,47.571587,GPS,4,2016,2429970,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,2,20110,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20115,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20121,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20127,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,4,0,1,4,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
505,2,20133,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20139,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20145,-18.833509,47.571587,GPS,4,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,2,20150,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,2,20156,-18.833509,47.571587,GPS,4,2016,2429970,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20162,-18.833509,47.571587,GPS,4,2016,2429970,1,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20168,-18.833509,47.571587,GPS,4,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,2,20174,-18.833509,47.571587,GPS,4,2016,2429970,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,2,20180,-18.833509,47.571587,GPS,4,2016,2429970,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,2,20186,-18.833509,47.571587,GPS,4,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,3,30001,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,3,0,1,3,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
505,3,30005,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30009,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30013,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30017,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30021,-18.842987,47.630718,GPS,5,2016,2380254,1,1,0,0,4,3,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,3,30025,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30029,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30033,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30037,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30041,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30045,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30049,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30053,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30057,-18.842987,47.630718,GPS,5,2016,2380254,1,1,0,0,4,3,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,3,30060,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30064,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30068,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30072,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30076,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,3,30080,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30084,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30088,-18.842987,47.630718,GPS,5,2016,2380254,0,0,1,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30092,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,8,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30096,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,5,0,1,5,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
505,3,30100,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30104,-18.842987,47.630718,GPS,5,2016,2380254,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30108,-18.842987,47.630718,GPS,5,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,3,30112,-18.842987,47.630718,GPS,5,2016,2380254,1,1,0,0,7,4,1,7,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,3,30116,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30120,-18.842987,47.630718,GPS,5,2016,2380254,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,3,30123,-18.842987,47.630718,GPS,5,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,4,40002,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40007,-18.833024,47.411923,GPS,5,2016,2860612,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,4,40012,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40017,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,4,0,1,4,2,1,1,1,4,0,NA,NA,NA,NA,NA,NA
505,4,40021,-18.833024,47.411923,GPS,5,2016,2860612,2,2,0,0,6,4,1,6,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,4,40026,-18.833024,47.411923,GPS,5,2016,2860612,0,0,1,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40031,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40035,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40040,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40045,-18.833024,47.411923,GPS,5,2016,2860612,1,1,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,4,40050,-18.833024,47.411923,GPS,5,2016,2860612,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,4,40054,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,8,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40059,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40064,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40068,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40073,-18.833024,47.411923,GPS,5,2016,2860612,1,1,0,0,4,2,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,4,40078,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40083,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40087,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40092,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40097,-18.833024,47.411923,GPS,5,2016,2860612,1,1,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,4,40101,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40106,-18.833024,47.411923,GPS,5,2016,2860612,2,2,0,0,6,3,1,6,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,4,40111,-18.833024,47.411923,GPS,5,2016,2860612,2,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,4,40116,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40120,-18.833024,47.411923,GPS,5,2016,2860612,3,0,0,0,11,0,1,11,2,1,0,0,4,0,NA,NA,NA,NA,NA,NA
505,4,40125,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40130,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40135,-18.833024,47.411923,GPS,5,2016,2860612,1,1,0,0,4,3,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,4,40139,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,4,40144,-18.833024,47.411923,GPS,5,2016,2860612,1,0,0,0,4,0,1,4,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
505,4,40149,-18.833024,47.411923,GPS,5,2016,2860612,0,0,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,5,50005,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,6,3,1,6,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,5,50011,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50017,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50023,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50029,-18.824122,47.447832,GPS,5,2016,4715441,2,1,0,0,7,4,1,7,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,5,50035,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50041,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50047,-18.824122,47.447832,GPS,5,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,5,50053,-18.824122,47.447832,GPS,5,2016,4715441,1,1,0,0,4,3,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,5,50059,-18.824122,47.447832,GPS,5,2016,4715441,1,1,0,0,4,3,1,4,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,5,50064,-18.824122,47.447832,GPS,5,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,5,50070,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50076,-18.824122,47.447832,GPS,5,2016,4715441,1,1,0,0,4,4,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,5,50082,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50088,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50094,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50100,-18.824122,47.447832,GPS,5,2016,4715441,2,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50106,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,5,50112,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50118,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50124,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50129,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50135,-18.824122,47.447832,GPS,5,2016,4715441,1,1,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,5,50141,-18.824122,47.447832,GPS,5,2016,4715441,1,1,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,5,50147,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,4,0,1,4,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
505,5,50153,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50159,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,6,0,1,6,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
505,5,50165,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,5,50171,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50177,-18.824122,47.447832,GPS,5,2016,4715441,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50183,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,5,50188,-18.824122,47.447832,GPS,5,2016,4715441,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60004,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60009,-18.756854,47.558353,GPS,5,2016,2370195,1,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60013,-18.756854,47.558353,GPS,5,2016,2370195,0,0,1,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60017,-18.756854,47.558353,GPS,5,2016,2370195,3,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60021,-18.756854,47.558353,GPS,5,2016,2370195,1,0,0,0,8,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60025,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60029,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60033,-18.756854,47.558353,GPS,5,2016,2370195,2,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60038,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60042,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60046,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60050,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60054,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60058,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60063,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,6,4,1,6,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,6,60067,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60071,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60075,-18.756854,47.558353,GPS,5,2016,2370195,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60079,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60083,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60088,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60092,-18.756854,47.558353,GPS,5,2016,2370195,2,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60096,-18.756854,47.558353,GPS,5,2016,2370195,2,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60100,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60104,-18.756854,47.558353,GPS,5,2016,2370195,0,0,1,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60108,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60112,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60117,-18.756854,47.558353,GPS,5,2016,2370195,2,0,0,0,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
505,6,60121,-18.756854,47.558353,GPS,5,2016,2370195,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
